CASE_NO|ECLI|NAME
214/93|ECLI:EU:C:1993:752|O'Mahony / Council and Commission (C-214/93)
215/93|ECLI:EU:C:1993:753|Donal / Council and Commission (C-215/93)
216/93|ECLI:EU:C:1993:754|Power / Council and Commission (C-216/93)
217/93|ECLI:EU:C:1993:755|Power / Council and Commission (C-217/93)
218/93|ECLI:EU:C:1993:756|Morgan / Council and Commission (C-218/93)
219/93|ECLI:EU:C:1993:757|Campbell / Council and Commission (C-219/93)
220/93|ECLI:EU:C:1993:758|Ferguson / Council and Commission (C-220/93)
221/93|ECLI:EU:C:1993:759|Beegan / Council and Commission (C-221/93)
222/93|ECLI:EU:C:1993:760|Richard Tolerton Holdings / Council and Commission (C-222/93)
223/93|ECLI:EU:C:1993:761|Walsh / Council and Commission (C-223/93)
224/93|ECLI:EU:C:1993:762|Quinn / Council and Commission (C-224/93)
225/93|ECLI:EU:C:1993:763|Gourley / Council and Commission (C-225/93)
226/93|ECLI:EU:C:1993:764|Newport / Council and Commission (C-226/93)
227/93|ECLI:EU:C:1993:765|Browne / Council and Commission (C-227/93)
228/93|ECLI:EU:C:1993:766|O'Donnell / Council and Commission (C-228/93)
229/93|ECLI:EU:C:1993:767|Waddock / Council and Commission (C-229/93)
230/93|ECLI:EU:C:1993:768|O'Brien / Council and Commission (C-230/93)
231/93|ECLI:EU:C:1993:769|Green / Council and Commission (C-231/93)
232/93|ECLI:EU:C:1993:770|McClean / Council and Commission (C-232/93)
233/93|ECLI:EU:C:1993:771|Owens / Council and Commission (C-233/93)
234/93|ECLI:EU:C:1993:772|Olwell / Council and Commission (C-234/93)
235/93|ECLI:EU:C:1993:773|Smith / Council and Commission (C-235/93)
236/93|ECLI:EU:C:1993:774|Rice / Council and Commission (C-236/93)
237/93|ECLI:EU:C:1993:775|Shields / Council and Commission (C-237/93)
238/93|ECLI:EU:C:1993:776|McIntyre / Council and Commission (C-238/93)
239/93|ECLI:EU:C:1993:777|Boland / Council and Commission (C-239/93)
240/93|ECLI:EU:C:1993:778|O'Connor / Council and Commission (C-240/93)
241/93|ECLI:EU:C:1993:779|Donaghy / Council and Commission (C-241/93)
242/93|ECLI:EU:C:1993:780|Donaldson / Council and Commission (C-242/93)
243/93|ECLI:EU:C:1993:781|Molloy / Council and Commission (C-243/93)
244/93|ECLI:EU:C:1993:782|Heffernan / Council and Commission (C-244/93)
245/93|ECLI:EU:C:1993:783|O'Connell / Council and Commission (C-245/93)
246/93|ECLI:EU:C:1993:784|O'Hara / Council and Commission (C-246/93)
247/93|ECLI:EU:C:1993:785|Fitzsimons / Council and Commission (C-247/93)
248/93|ECLI:EU:C:1993:786|Cassin / Council and Commission (C-248/93)
249/93|ECLI:EU:C:1993:787|Spiers / Council and Commission (C-249/93)
250/93|ECLI:EU:C:1993:788|Hanley / Council and Commission (C-250/93)
251/93|ECLI:EU:C:1993:789|Gleeson / Council and Commission (C-251/93)
252/93|ECLI:EU:C:1993:790|Campbell / Council and Commission (C-252/93)
253/93|ECLI:EU:C:1993:791|Owens / Council and Commission (C-253/93)
254/93|ECLI:EU:C:1993:792|Tobin / Council and Commission (C-254/93)
255/93|ECLI:EU:C:1994:366|Judgment of 5 October 1994, Commission / France (C-255/93, ECR 1994 p. I-4949)
256/93|ECLI:EU:C:1993:793|Pacific Fruit / Council and Commission (C-256/93)
257/93|ECLI:EU:C:1993:249|Order of 21 June 1993, Van Parijs and others / Council and Commission (C-257/93, ECR 1993 p. I-3335)
257/93|ECLI:EU:C:1993:287|Order of 6 July 1993, Van Parijs and others / Council and Commission (C-257/93 R, ECR 1993 p. I-3917)
257/93|ECLI:EU:C:1993:794|Van Parys / Council and Commission (C-257/93)
258/93||PPV (C-258/93) , see Case  C-69/93
259/93|ECLI:EU:C:1993:795|Owens / Council and Commission (C-259/93)
260/93|ECLI:EU:C:1994:182|Judgment of 3 May 1994, Commission / Belgium (C-260/93, ECR 1994 p. I-1611)
261/93|ECLI:EU:C:1994:377|Removed from the register on 7 November 1994, Lancelot (C-261/93)
262/93|ECLI:EU:C:1993:796|Dürbeck / Council and Commission (C-262/93)
263/93|ECLI:EU:C:1994:148|Koyo Seiko / Council (C-263/93)
264/93|ECLI:EU:C:1993:797|Bühring / Council and Commission (C-264/93)
265/93|ECLI:EU:C:1993:835|Removed from the register on 6 October 1993, Netherlands / Commission (C-265/93)
266/93|ECLI:EU:C:1995:345|Judgment of 24 October 1995, Bundeskartellamt / Volkswagen and VAG Leasing (C-266/93, ECR 1995 p. I-3477)
267/93|ECLI:EU:C:1993:355|Removed from the register on 14 September 1993, Bouazzin (C-267/93)
268/93|ECLI:EU:C:1994:115|Judgment of 23 March 1994, Commission / Spain (C-268/93, ECR 1994 p. I-947)
269/93|ECLI:EU:C:1994:189|Removed from the register on 5 May 1994, Commission / Greece (C-269/93)
270/93|ECLI:EU:C:1993:798|Bernardi / Commission (C-270/93)
271/93|ECLI:EU:C:1993:799|Antillean Rice Mills / Commission (C-271/93)
272/93|ECLI:EU:C:1993:800|Exporteurs in Levende Varkens / Commission (C-272/93)
273/93|ECLI:EU:C:1993:801|Martin Weber / Commission (C-273/93)
274/93|ECLI:EU:C:1996:160|Judgment of 25 April 1996, Commission / Luxembourg (C-274/93, ECR 1996 p. I-2019)
275/93|ECLI:EU:C:1994:20|Order of 24 January 1994, Boessen / ESC (C-275/93 P, ECR 1994 p. I-159)
275/93|ECLI:EU:C:1997:118|Order of 7 March 1997, ESC / Boessen (C-275/93 P-DEP, unpublished)
276/93|ECLI:EU:C:1993:251|Order of 21 June 1993, Chiquita Banana and others / Council (C-276/93, ECR 1993 p. I-3345)
277/93|ECLI:EU:C:1994:402|Judgment of 6 December 1994, Commission / Spain (C-277/93, ECR 1994 p. I-5515)
278/93|ECLI:EU:C:1996:83|Judgment of 7 March 1996, Freers and Speckmann (C-278/93, ECR 1996 p. I-1165)
279/93|ECLI:EU:C:1995:31|Judgment of 14 February 1995, Finanzamt Köln-Altstadt / Schumacker (C-279/93, ECR 1995 p. I-225)
280/93|ECLI:EU:C:1993:270|Order of 29 June 1993, Germany / Council (C-280/93 R, ECR 1993 p. I-3667)
280/93|ECLI:EU:C:1994:367|Judgment of 5 October 1994, Germany / Council (C-280/93, ECR 1994 p. I-4973)          (SVXVI/I-171 FIXVI/I-173)
281/93|ECLI:EU:C:1993:802|European Rice Brokers / Commission (C-281/93)
282/93|ECLI:EU:C:1993:803|Comafrica / Council and Commission (C-282/93)
283/93|ECLI:EU:C:1993:804|Pacific Fruit / Council and Commission (C-283/93)
284/93|ECLI:EU:C:1993:909|Removed from the register on 30 November 1993, Interbrew Belgium (C-284/93)
285/93|ECLI:EU:C:1995:398|Judgment of 23 November 1995, Dominikanerinnen-Kloster Altenhohenau / Hauptzollamt Rosenheim (C-285/93, ECR 1995 p. I-4069)
286/93|ECLI:EU:C:1993:805|Atlanta / Council and Commission (C-286/93)
287/93|ECLI:EU:C:1993:255|Order of 21 June 1993, Simba / Council (C-287/93, unpublished)
288/93|ECLI:EU:C:1993:256|Order of 21 June 1993, CO.MA.CO. / Council (C-288/93, unpublished)
289/93|ECLI:EU:C:1994:65|Judgment of 23 February 1994, Commission / Italy (C-289/93, ECR 1994 p. I-525)
290/93|ECLI:EU:C:1994:66|Removed from the register on 23 February 1994, Commission / Italy (C-290/93)
291/93|ECLI:EU:C:1994:92|Judgment of 9 March 1994, Commission / Italy (C-291/93, ECR 1994 p. I-859)
292/93|ECLI:EU:C:1994:241|Judgment of 9 June 1994, Lieber / Göbel (C-292/93, ECR 1994 p. I-2535)
293/93|ECLI:EU:C:1994:330|Judgment of 15 September 1994, Houtwipper (C-293/93, ECR 1994 p. I-4249)
294/93|ECLI:EU:C:1993:368|Removed from the register on 22 September 1993, Commission / Spain (C-294/93)
295/93|ECLI:EU:C:1993:870|Removed from the register on 9 November 1993, Commission / Luxembourg (C-295/93)
296/93|ECLI:EU:C:1993:327|Order of 16 July 1993, France / Commission (C-296/93 R, ECR 1993 p. I-4181)
296/93|ECLI:EU:C:1996:65|Judgment of 29 February 1996, France and Ireland / Commission (C-296/93 and C-307/93, ECR 1996 p. I-795)
297/93|ECLI:EU:C:1994:406|Judgment of 13 December 1994, Grau-Hupka / Stadtgemeinde Bremen (C-297/93, ECR 1994 p. I-5535)
298/93|ECLI:EU:C:1994:273|Judgment of 29 June 1994, Klinke / Court of Justice (C-298/93 P, ECR 1994 p. I-3009)
299/93|ECLI:EU:C:1995:100|Judgment of 6 April 1995, Bauer / Commission (C-299/93, ECR 1995 p. I-839)
300/93||Natale (C-300/93) , see Case  C-133/93
301/93|ECLI:EU:C:1994:341|Judgment of 22 September 1994, Bettaccini / FNROM (C-301/93, ECR 1994 p. I-4361)
302/93|ECLI:EU:C:1996:348|Judgment of 26 September 1996, Debouche / Inspecteur der Invoerrechten en Accijnzen (C-302/93, ECR 1996 p. I-4495)
303/93|ECLI:EU:C:1994:204|Judgment of 18 May 1994, Commission / Italy (C-303/93, ECR 1994 p. I-1901)
304/93|ECLI:EU:C:1994:89|Removed from the register on 8 March 1994, Commission / Greece (C-304/93)
305/93|ECLI:EU:C:1993:806|Exporteurs in Levende Varkens / Commission (C-305/93)
306/93|ECLI:EU:C:1994:407|Judgment of 13 December 1994, SMW Winzersekt / Land Rheinland-Pfalz (C-306/93, ECR 1994 p. I-5555)
307/93|ECLI:EU:C:1993:328|Order of 16 July 1993, Ireland / Commission (C-307/93 R, ECR 1993 p. I-4191)
307/93||Ireland / Commission (C-307/93) , see Case  C-296/93
308/93|ECLI:EU:C:1996:169|Judgment of 30 April 1996, Bestuur van de Sociale Verzekeringsbank / Cabanis-Issarte (C-308/93, ECR 1996 p. I-2097)
309/93|ECLI:EU:C:1994:107|Removed from the register on 16 March 1994, Hermans-Penners (C-309/93)
310/93|ECLI:EU:C:1995:101|Judgment of 6 April 1995, BPB Industries and British Gypsum / Commission (C-310/93 P, ECR 1995 p. I-865)
311/93|ECLI:EU:C:1993:807|Dreyfus / Commission (C-311/93)
312/93|ECLI:EU:C:1995:437|Judgment of 14 December 1995, Peterbroeck, Van Campenhout & Cie / Belgian State (C-312/93, ECR 1995 p. I-4599)
313/93|ECLI:EU:C:1994:132|Judgment of 13 April 1994, Commission / Luxembourg (C-313/93, ECR 1994 p. I-1279)
314/93|ECLI:EU:C:1994:284|Judgment of 12 July 1994, Rouffeteau and Badia (C-314/93, ECR 1994 p. I-3257)
315/93|ECLI:EU:C:1995:102|Judgment of 6 April 1995, Flip and Verdegem / Belgian State (C-315/93, ECR 1995 p. I-913)
316/93|ECLI:EU:C:1994:82|Judgment of 3 March 1994, Vaneetveld / Le Foyer (C-316/93, ECR 1994 p. I-763)
317/93|ECLI:EU:C:1995:438|Judgment of 14 December 1995, Nolte / Landesversicherungsanstalt Hannover (C-317/93, ECR 1995 p. I-4625)
318/93|ECLI:EU:C:1994:331|Judgment of 15 September 1994, Brenner and Noller / Dean Witter Reynolds (C-318/93, ECR 1994 p. I-4275)
319/93|ECLI:EU:C:1995:433|Judgment of 12 December 1995, Dijkstra and others / Friesland (Frico Domo) Coöperatie and others (C-319/93, C-40/94 and C-224/94, ECR 1995 p. I-4471)
320/93|ECLI:EU:C:1994:379|Judgment of 10 November 1994, Ortscheit / Eurim-Pharm (C-320/93, ECR 1994 p. I-5243)
321/93|ECLI:EU:C:1995:306|Judgment of 5 October 1995, Imbernon Martínez / Bundesanstalt für Arbeit (C-321/93, ECR 1995 p. I-2821)
322/93|ECLI:EU:C:1994:257|Judgment of 16 June 1994, Peugeot / Commission (C-322/93 P, ECR 1994 p. I-2727)
323/93|ECLI:EU:C:1994:368|Judgment of 5 October 1994, Centre d'insémination de la Crespelle / Coopérative de la Mayenne (C-323/93, ECR 1994 p. I-5077)          (SVXVI/I-207 FIXVI/I-209)
324/93|ECLI:EU:C:1995:84|Judgment of 28 March 1995, The Queen / Secretary of State for the Home Department, ex parte Evans Medical and Macfarlan Smith (C-324/93, ECR 1995 p. I-563)
325/93|ECLI:EU:C:1995:103|Judgment of 6 April 1995, Union nationale des mutualités socialistes / Del Grosso (C-325/93, ECR 1995 p. I-939)
326/93|ECLI:EU:C:1994:149|Nölle / Council and Commission (C-326/93)
327/93|ECLI:EU:C:1996:156|Removed from the register on 29 March 1996, Continental Television (C-327/93)
328/93|ECLI:EU:C:1995:112|Removed from the register on 7 April 1995, Baeskow (C-328/93)
329/93|ECLI:EU:C:1996:394|Judgment of 24 October 1996, Germany and others / Commission (C-329/93, C-62/95 and C-63/95, ECR 1996 p. I-5151)
330/93|ECLI:EU:C:1993:808|RC France / Commission (C-330/93)
331/93|ECLI:EU:C:1994:323|Removed from the register on 12 September 1994, Commission / Italy (C-331/93)
332/93|ECLI:EU:C:1993:809|Wilcox / Council and Commission (C-332/93)
333/93|ECLI:EU:C:1993:810|Harvey / Council and Commission (C-333/93)
334/93|ECLI:EU:C:1995:52|Judgment of 23 February 1995, Bonapharma Arzneimittel / Hauptzollamt Krefeld (C-334/93, ECR 1995 p. I-319)
335/93|ECLI:EU:C:1993:811|Hanseatische Industrie-Beteiligungen / Commission (C-335/93)
336/93|ECLI:EU:C:1994:67|Judgment of 23 February 1994, Commission / Belgium (C-336/93, ECR 1994 p. I-533)
337/93|ECLI:EU:C:1993:812|Unifruit Hellas / Commission (C-337/93)
338/93|ECLI:EU:C:1994:85|Order of 7 March 1994, De Hoe / Commission (C-338/93 P, ECR 1994 p. I-819)
339/93|ECLI:EU:C:1993:813|Bremer Vulkan Verbund / Commission (C-339/93)
340/93|ECLI:EU:C:1994:313|Judgment of 9 August 1994, Thierschmidt / Hauptzollamt Essen (C-340/93, ECR 1994 p. I-3905)
341/93|ECLI:EU:C:1995:239|Judgment of 13 July 1995, Danværn Production / Schuhfabriken Otterbeck (C-341/93, ECR 1995 p. I-2053)
342/93|ECLI:EU:C:1996:46|Judgment of 13 February 1996, Gillespie and others (C-342/93, ECR 1996 p. I-475)
343/93|ECLI:EU:C:1993:814|Richco Commodities / Commission (C-343/93)
344/93|ECLI:EU:C:1993:815|Nutral / Commission (C-344/93)
345/93|ECLI:EU:C:1995:66|Judgment of 9 March 1995, Fazenda Pública / Nunes Tadeu (C-345/93, ECR 1995 p. I-479)
346/93|ECLI:EU:C:1995:85|Judgment of 28 March 1995, Kleinwort Benson / City of Glasgow District Council (C-346/93, ECR 1995 p. I-615)
347/93|ECLI:EU:C:1994:314|Judgment of 9 August 1994, Belgian State / Boterlux (C-347/93, ECR 1994 p. I-3933)
348/93|ECLI:EU:C:1995:95|Judgment of 4 April 1995, Commission / Italy (C-348/93, ECR 1995 p. I-673)
349/93|ECLI:EU:C:1995:53|Judgment of 23 February 1995, Commission / Italy (C-349/93, ECR 1995 p. I-343)
350/93|ECLI:EU:C:1995:96|Judgment of 4 April 1995, Commission / Italy (C-350/93, ECR 1995 p. I-699)
351/93|ECLI:EU:C:1995:10|Judgment of 19 January 1995, Van der Linde and Tracotex / Minister van Landbouw, Natuurbeheer en Visserij (C-351/93, C-352/93 and C-353/93, ECR 1995 p. I-85)
352/93||van der Linde (C-352/93) , see Case  C-351/93
353/93||Tracotex Holland (C-353/93) , see Case  C-351/93
354/93|ECLI:EU:C:1993:816|HANSA-Fisch / Commission (C-354/93)
355/93|ECLI:EU:C:1994:369|Judgment of 5 October 1994, Eroglu / Land Baden-Württemberg (C-355/93, ECR 1994 p. I-5113)
356/93|ECLI:EU:C:1994:227|Judgment of 2 June 1994, Techmeda / Oberfinanzdirektion Köln (C-356/93, ECR 1994 p. I-2371)
357/93|ECLI:EU:C:1993:817|Compagnie Continentale / Commission (C-357/93)
358/93|ECLI:EU:C:1995:54|Judgment of 23 February 1995, Bordessa and others (C-358/93 and C-416/93, ECR 1995 p. I-361)
359/93|ECLI:EU:C:1995:14|Judgment of 24 January 1995, Commission / Netherlands (C-359/93, ECR 1995 p. I-157)
360/93|ECLI:EU:C:1996:84|Judgment of 7 March 1996, Parliament / Council (C-360/93, ECR 1996 p. I-1195)
361/93|ECLI:EU:C:1993:818|Ward / Council and Commission (C-361/93)
362/93||Pontillo (C-362/93) , see Case  C-133/93
363/93|ECLI:EU:C:1994:315|Judgment of 9 August 1994, Lancry and others / Direction générale des douanes and others (C-363/93, C-407/93, C-408/93, C-409/93, C-410/93 and C-411/93, ECR 1994 p. I-3957)          (SVXVI/I-71 FIXVI/I-71)
364/93|ECLI:EU:C:1995:289|Judgment of 19 September 1995, Marinari / Lloyd's Bank (C-364/93, ECR 1995 p. I-2719)
365/93|ECLI:EU:C:1995:76|Judgment of 23 March 1995, Commission / Greece (C-365/93, ECR 1995 p. I-499)
366/93|ECLI:EU:C:1993:819|Sidford / Council and Commission (C-366/93)
367/93|ECLI:EU:C:1995:261|Judgment of 11 August 1995, Roders and others / Inspecteur der Invoerrechten en Accijnzen (C-367/93, C-368/93, C-369/93, C-370/93, C-371/93, C-372/93, C-373/93, C-374/93, C-375/93, C-376/93 and C-377/93., ECR 1995 p. I-2229)
368/93||Roders (C-368/93) , see Case  C-367/93
369/93||Roders (C-369/93) , see Case  C-367/93
370/93||Roders (C-370/93) , see Case  C-367/93
371/93||RSK (C-371/93) , see Case  C-367/93
372/93||RSK (C-372/93) , see Case  C-367/93
373/93||Damco van Swieten (C-373/93) , see Case  C-367/93
374/93||VGL (C-374/93) , see Case  C-367/93
375/93||VGL (C-375/93) , see Case  C-367/93
376/93||Zaans Veem (C-376/93) , see Case  C-367/93
377/93||Damco van Swieten (C-377/93) , see Case  C-367/93
378/93|ECLI:EU:C:1994:316|Order of 9 August 1994, La Pyramide (C-378/93, ECR 1994 p. I-3999)
379/93|ECLI:EU:C:1993:882|Removed from the register on 15 November 1993, Libeau (C-379/93)
380/93|ECLI:EU:C:1994:6|Removed from the register on 17 January 1994, Winkler (C-380/93)
381/93|ECLI:EU:C:1994:370|Judgment of 5 October 1994, Commission / France (C-381/93, ECR 1994 p. I-5145)          (SVXVI/I-223 FIXVI/I-225)
382/93|ECLI:EU:C:1994:209|Removed from the register on 19 May 1994, Commission / Germany (C-382/93)
383/93|ECLI:EU:C:1994:246|Removed from the register on 14 June 1994, Commission / Netherlands (C-383/93)
384/93|ECLI:EU:C:1995:126|Judgment of 10 May 1995, Alpine Investments / Minister van Financiën (C-384/93, ECR 1995 p. I-1141)
385/93|ECLI:EU:C:1993:826|Removed from the register on 30 September 1993, Hogan / Parliament (C-385/93 P)
386/93|ECLI:EU:C:1994:150|Blackspur DIY / Council and Commission (C-386/93)
387/93|ECLI:EU:C:1995:439|Judgment of 14 December 1995, Banchero (C-387/93, ECR 1995 p. I-4663)
388/93|ECLI:EU:C:1994:40|Order of 7 February 1994, PIA HiFi / Commission (C-388/93, ECR 1994 p. I-387)
388/93|ECLI:EU:C:1994:151|PIA HiFi / Commission (C-388/93)
389/93|ECLI:EU:C:1995:174|Judgment of 8 June 1995, Dürbeck / Bundesamt für Ernährung und Forstwirtschaft (C-389/93, ECR 1995 p. I-1509)
390/93|ECLI:EU:C:1996:9|Removed from the register on 17 January 1996, Commission / Spain (C-390/93)
391/93|ECLI:EU:C:1995:240|Judgment of 13 July 1995, Perrotta / Allgemeine Ortskrankenkasse München (C-391/93, ECR 1995 p. I-2079)
392/93|ECLI:EU:C:1996:131|Judgment of 26 March 1996, The Queen / H.M. Treasury, ex parte British Telecommunications (C-392/93, ECR 1996 p. I-1631)
393/93|ECLI:EU:C:1994:317|Judgment of 9 August 1994, Stanner / Hauptzollamt Bochum (C-393/93, ECR 1994 p. I-4011)
394/93|ECLI:EU:C:1995:400|Judgment of 23 November 1995, Alonso-Pérez / Bundesanstalt für Arbeit (C-394/93, ECR 1995 p. I-4101)
395/93|ECLI:EU:C:1994:318|Judgment of 9 August 1994, Neckermann Versand / Hauptzollamt Frankfurt am Main-Ost (C-395/93, ECR 1994 p. I-4027)
396/93|ECLI:EU:C:1995:280|Judgment of 14 September 1995, Henrichs / Commission (C-396/93 P, ECR 1995 p. I-2611)
397/93|ECLI:EU:C:1995:36|Removed from the register on 16 February 1995, Voltri (C-397/93)
398/93|ECLI:EU:C:1994:319|Judgment of 9 August 1994, Rasmussen / Commission (C-398/93 P, ECR 1994 p. I-4043)
399/93|ECLI:EU:C:1995:434|Judgment of 12 December 1995, Oude Luttikhuis and others / Verenigde Coöperatieve Melkindustrie Coberco (C-399/93, ECR 1995 p. I-4515)
400/93|ECLI:EU:C:1995:155|Judgment of 31 May 1995, Specialarbejderforbundet i Danmark / Dansk Industri (C-400/93, ECR 1995 p. I-1275)
401/93|ECLI:EU:C:1994:411|Judgment of 13 December 1994, GoldStar Europe / Hauptzollamt Ludwigshafen (C-401/93, ECR 1994 p. I-5587)
402/93|ECLI:EU:C:1995:93|Removed from the register on 3 April 1995, Neumann (C-402/93)
403/93|ECLI:EU:C:1995:287|Removed from the register on 15 September 1995, Evans (C-403/93)
404/93|ECLI:EU:C:1993:845|Order of 18 October 1993, SFIE / Commission (C-404/93, unpublished)
405/93|ECLI:EU:C:1994:245|Removed from the register on 13 June 1994, Commission / Netherlands (C-405/93)
406/93|ECLI:EU:C:1994:320|Judgment of 9 August 1994, Reichling / INAMI (C-406/93, ECR 1994 p. I-4061)
407/93||Dindar Confort (C-407/93) , see Case  C-363/93
408/93||Ah-Son (C-408/93) , see Case  C-363/93
409/93||Chevassus-Marche (C-409/93) , see Case  C-363/93
410/93||Conforéunion (C-410/93) , see Case  C-363/93
411/93||Dindar Autos (C-411/93) , see Case  C-363/93
412/93|ECLI:EU:C:1995:26|Judgment of 9 February 1995, Leclerc-Siplec / TF1 and M6 (C-412/93, ECR 1995 p. I-179)
413/93|ECLI:EU:C:1996:241|Removed from the register on 19 June 1996, Peralta (C-413/93)
414/93|ECLI:EU:C:1995:158|Judgment of 1 June 1995, Teirlinck / Minister van Verkeer en Waterstaat (C-414/93, ECR 1995 p. I-1339)
415/93|ECLI:EU:C:1995:463|Judgment of 15 December 1995, Union royale belge des sociétés de football association and others / Bosman and others (C-415/93, ECR 1995 p. I-4921)
416/93||Mari Mellado (C-416/93) , see Case  C-358/93
417/93|ECLI:EU:C:1995:127|Judgment of 10 May 1995, Parliament / Council (C-417/93, ECR 1995 p. I-1185)
418/93|ECLI:EU:C:1996:242|Judgment of 20 June 1996, Semeraro Casa Uno and others / Sindaco del Comune di Erbusco and others (C-418/93, C-419/93, C-420/93, C-421/93, C-460/93, C-461/93, C-462/93, C-464/93, C-9/94, C-10/94, C-11/94, C-14/94, C-15/94, C-23/94, C-24/94 and C-332/94., ECR 1996 p. I-2975)
419/93||Semeraro Mobili (C-419/93) , see Case  C-418/93
420/93||RB Arredamento (C-420/93) , see Case  C-418/93
421/93||Città Convenienza Milano (C-421/93) , see Case  C-418/93
422/93|ECLI:EU:C:1995:183|Judgment of 15 June 1995, Zabala Erasun and others / Instituto Nacional de Empleo (C-422/93, C-423/93 and C-424/93, ECR 1995 p. I-1567)
423/93||Encabo Terrazos (C-423/93) , see Case  C-422/93
424/93||Casquero Carrillo (C-424/93) , see Case  C-422/93
